MSSV,HoTenSV,GioiTinh,MaLop,Email,DoB,TrangThai,CCCD,SDT
20236961,LÊ ĐỨC ANH,Nam,IT-E10-K68-02,anh.ld236961@sis.hust.edu.vn,2005-02-03,1,890386728467,0944817032
20236963,NGUYỄN TUẤN ANH,Nam,IT-E10-K68-02,anh.nt236963@sis.hust.edu.vn,2005-02-01,1,569691466698,0950394639
20236964,NGUYỄN VIỆT ANH,Nam,IT-E10-K68-02,anh.nv236964@sis.hust.edu.vn,2005-12-15,1,810657587657,0954144879
20236970,DƯƠNG QUỐC ĐẠI,Nam,IT-E10-K68-02,dai.dq236970@sis.hust.edu.vn,2005-08-22,1,275271241809,0975200985
20236972,VŨ HỒNG ĐĂNG,Nam,IT-E10-K68-02,dang.vh236972@sis.hust.edu.vn,2005-03-25,1,934235582066,0941514837
20236973,VŨ TIẾN ĐẠT,Nam,IT-E10-K68-02,dat.vt236973@sis.hust.edu.vn,2005-03-14,1,273035159588,0911973070
20236979,ĐINH VĂN DŨNG,Nam,IT-E10-K68-02,dung.dv236979@sis.hust.edu.vn,2005-01-01,1,779548070188,0953854827
20236980,NGUYỄN ĐỨC DŨNG,Nam,IT-E10-K68-02,dung.nd236980@sis.hust.edu.vn,2005-09-21,1,354097173879,0915484108
20236981,NGUYỄN PHÚ DŨNG,Nam,IT-E10-K68-02,dung.np236981@sis.hust.edu.vn,2005-03-24,1,711913948610,0909504651
20236983,TRẦN VIỆT DŨNG,Nam,IT-E10-K68-02,dung.tv236983@sis.hust.edu.vn,2005-04-15,1,339490735288,0941231417
20236985,VÕ MẠNH DŨNG,Nam,IT-E10-K68-02,dung.vm236985@sis.hust.edu.vn,2005-03-07,1,043098709586,0997855104
20236987,BÙI ĐỨC DƯƠNG,Nam,IT-E10-K68-02,duong.bd236987@sis.hust.edu.vn,2005-12-09,1,763459141145,0988164259
20236992,HOÀNG TRUNG HIẾU,Nam,IT-E10-K68-02,hieu.ht236992@sis.hust.edu.vn,2005-08-21,1,117835572099,0994425011
20236997,NGUYỄN MẠNH HƯỞNG,Nam,IT-E10-K68-02,huong.nm236997@sis.hust.edu.vn,2005-03-29,1,367743876173,0900596907
20236998,ĐOÀN VŨ GIA HUY,Nam,IT-E10-K68-02,huy.dvg236998@sis.hust.edu.vn,2005-06-10,1,926613775013,0961516168
20237000,QUẾ ĐÌNH HUY,Nam,IT-E10-K68-02,huy.qd237000@sis.hust.edu.vn,2005-10-11,1,295967116296,0963435056
20237004,NGUYỄN GIA KHÁNH,Nam,IT-E10-K68-02,khanh.ng237004@sis.hust.edu.vn,2005-06-16,1,283851511109,0951620588
20237011,ĐOÀN SƠN LÂM,Nam,IT-E10-K68-02,lam.ds237011@sis.hust.edu.vn,2005-05-27,1,729474941016,0909875706
20237013,PHẠM HẢI LINH,Nu,IT-E10-K68-02,linh.ph237013@sis.hust.edu.vn,2005-04-28,1,305360555933,0923053160
20237016,LÊ ĐOÀN MINH LUÂN,Nam,IT-E10-K68-02,luan.ldm237016@sis.hust.edu.vn,2005-07-08,1,236576370183,0949128707
20237022,NGUYỄN HỒNG MINH,Nam,IT-E10-K68-02,minh.nh237022@sis.hust.edu.vn,2005-02-15,1,746706306698,0925967033
20237027,ĐỖ HỮU NAM,Nam,IT-E10-K68-02,nam.dh237027@sis.hust.edu.vn,2005-03-29,1,058232772218,0951215289
20237030,NGUYỄN ĐỨC NAM,Nam,IT-E10-K68-02,nam.nd237030@sis.hust.edu.vn,2005-08-04,1,386066188464,0939387228
20237035,NGUYỄN VĂN NHẬT,Nam,IT-E10-K68-02,nhat.nv237035@sis.hust.edu.vn,2005-01-31,1,811162907454,0987419770
20237039,TRẦN DOÃN TUẤN PHONG,Nam,IT-E10-K68-02,phong.tdt237039@sis.hust.edu.vn,2005-11-10,1,937499822059,0906490603
20237040,VŨ NGỌC PHONG,Nam,IT-E10-K68-02,phong.vn237040@sis.hust.edu.vn,2005-11-18,1,512030728638,0936543557
20237047,CAO THÁI SƠN,Nam,IT-E10-K68-02,son.ct237047@sis.hust.edu.vn,2005-04-14,1,291085722195,0935912191
20237051,NGUYỄN CAO THÁI SƠN,Nam,IT-E10-K68-02,son.nct237051@sis.hust.edu.vn,2005-02-17,1,922352440582,0953439648
20237053,ĐINH TẤT THẮNG,Nam,IT-E10-K68-02,thang.dt237053@sis.hust.edu.vn,2005-12-07,1,904925147914,0992143630
20237054,ĐOÀN QUYẾT THẮNG,Nam,IT-E10-K68-02,thang.dq237054@sis.hust.edu.vn,2005-05-30,1,892406121727,0969772171
20237057,NGUYỄN PHÚC THẮNG,Nam,IT-E10-K68-02,thang.np237057@sis.hust.edu.vn,2005-12-19,1,811390258196,0996378616
20237061,MẠC HẢI THIÊN,Nam,IT-E10-K68-03,thien.mh237061@sis.hust.edu.vn,2005-11-18,1,384760086782,0903244196
20237063,NÔNG PHƯỚC TRÂN,Nam,IT-E10-K68-03,tran.np237063@sis.hust.edu.vn,2005-06-03,1,007929601713,0994232214
20237064,CHU LÊ ĐỨC TRÍ,Nam,IT-E10-K68-02,tri.cld237064@sis.hust.edu.vn,2005-12-08,1,687821928120,0961214324
20237068,NGUYỄN ĐỨC TÙNG,Nam,IT-E10-K68-03,tung.nd237068@sis.hust.edu.vn,2005-09-26,1,997250495475,0914982275
20237070,VŨ HOÀNG VIỆT,Nam,IT-E10-K68-03,viet.vh237070@sis.hust.edu.vn,2005-09-05,1,757362337557,0933734344
20237072,NGUYỄN THẾ VINH,Nam,IT-E10-K68-03,vinh.nt237072@sis.hust.edu.vn,2005-06-26,1,414630230902,0906112085
20237076,TRẦN DUY VŨ,Nam,IT-E10-K68-03,vu.td237076@sis.hust.edu.vn,2005-05-22,1,061713625734,0912520558
20237077,PHAN THỊ HẢI YẾN,Nu,IT-E10-K68-03,yen.pth237077@sis.hust.edu.vn,2005-11-29,1,440887087435,0982881870
20237078,HOÀNG ĐỨC AN,Nam,IT-E10-K68-02,an.hd237078@sis.hust.edu.vn,2005-04-30,1,821432306264,0962070543
20237079,HOÀNG ĐỨC ANH,Nam,IT-E10-K68-03,anh.hd237079@sis.hust.edu.vn,2005-01-17,1,639230308718,0933403525
20237080,NGUYỄN HOÀNG ANH,Nam,IT-E10-K68-03,anh.nh237080@sis.hust.edu.vn,2005-06-28,1,752485385865,0976032119
20237081,NGUYỄN VIỆT ANH,Nam,IT-E10-K68-03,anh.nv237081@sis.hust.edu.vn,2005-04-01,1,544149829581,0943978560
20237084,TRẦN MẠNH CHÍ,Nam,IT-E10-K68-03,chi.tm237084@sis.hust.edu.vn,2005-12-06,1,566478565862,0951303604
20237086,HOÀNG CÔNG DÂN,Nam,IT-E10-K68-02,dan.hc237086@sis.hust.edu.vn,2005-06-30,1,865744561763,0978961470
20237087,TRƯƠNG TIẾN HẢI ĐĂNG,Nam,IT-E10-K68-03,dang.tth237087@sis.hust.edu.vn,2005-10-12,1,350839857338,0938535521
20237088,NGUYỄN THÀNH DANH,Nam,IT-E10-K68-03,danh.nt237088@sis.hust.edu.vn,2005-01-22,1,874256510170,0921521695
20237090,BÙI XUÂN ĐÌNH,Nam,IT-E10-K68-02,dinh.bx237090@sis.hust.edu.vn,2005-11-09,1,453315253791,0962092544
20237091,NGUYỄN KHẢ ĐÔNG,Nam,IT-E10-K68-03,dong.nk237091@sis.hust.edu.vn,2005-08-22,1,744681507111,0986063122
20237092,CAO MINH ĐỨC,Nam,IT-E10-K68-02,duc.cm237092@sis.hust.edu.vn,2005-08-23,1,069111627590,0976366449
20237094,NGUYỄN VĂN ĐỨC,Nam,IT-E10-K68-03,duc.nv237094@sis.hust.edu.vn,2005-06-17,1,610987636829,0976394472
20237095,BÙI VIỆT DŨNG,Nam,IT-E10-K68-02,dung.bv237095@sis.hust.edu.vn,2005-11-27,1,986760728048,0964196950
20237096,ĐOÀN THÁI DƯƠNG,Nam,IT-E10-K68-02,duong.dt237096@sis.hust.edu.vn,2005-01-16,1,249565378063,0932191840
20237097,NGUYỄN ĐỨC DUY,Nam,IT-E10-K68-03,duy.nd237097@sis.hust.edu.vn,2005-11-29,1,860895907376,0933872436
20237101,ĐỖ ĐỨC MINH HOÀNG,Nam,IT-E10-K68-02,hoang.ddm237101@sis.hust.edu.vn,2005-02-13,1,110934114186,0953849751
20237102,NGUYỄN VŨ HOÀNG,Nam,IT-E10-K68-03,hoang.nv237102@sis.hust.edu.vn,2005-09-23,1,359685279763,0918293387
20237108,NGUYỄN TẤN LỰC,Nam,IT-E10-K68-03,luc.nt237108@sis.hust.edu.vn,2005-07-06,1,835613564435,0962926622
20237109,VƯƠNG ĐẮC LƯỢNG,Nam,IT-E10-K68-03,luong.vd237109@sis.hust.edu.vn,2005-03-26,1,639490482992,0930965375
20237110,HOÀNG ANH MINH,Nam,IT-E10-K68-02,minh.ha237110@sis.hust.edu.vn,2005-06-25,1,629797373553,0922002562
20237113,NGUYỄN CÔNG TUẤN MINH,Nam,IT-E10-K68-03,minh.nct237113@sis.hust.edu.vn,2005-12-24,1,210736027183,0939360329
20237114,NGUYỄN HỮU MINH,Nam,IT-E10-K68-03,minh.nh237114@sis.hust.edu.vn,2005-12-30,1,335808431111,0949823229
20237116,PHÙNG VĂN MINH,Nam,IT-E10-K68-03,minh.pv237116@sis.hust.edu.vn,2005-03-12,1,483736223060,0992398425
20237117,TRẦN HOÀNG MINH,Nam,IT-E10-K68-03,minh.th237117@sis.hust.edu.vn,2005-04-29,1,168712634750,0907161044
20237118,NGUYỄN VĂN NAM,Nam,IT-E15-K68-03,nam.nv237118@sis.hust.edu.vn,2005-07-04,1,851914329316,0904474035
20237119,HOÀNG XUÂN PHÁT,Nam,IT-E15-K68-03,phat.hx237119@sis.hust.edu.vn,2005-08-24,1,667958820860,0920557306
20237120,BÙI THẾ PHONG,Nam,IT-E15-K68-03,phong.bt237120@sis.hust.edu.vn,2005-06-06,1,023988909110,0950322537
20237122,VŨ HOÀNG QUÂN,Nam,IT-E15-K68-04,quan.vh237122@sis.hust.edu.vn,2005-05-24,1,444160161953,0971112472
20237123,NGUYỄN VĂN SANG,Nam,IT-E15-K68-03,sang.nv237123@sis.hust.edu.vn,2005-05-27,1,223143171726,0998234171
20237124,NGUYỄN MINH SƠN,Nam,IT-E15-K68-03,son.nm237124@sis.hust.edu.vn,2005-11-13,1,242279081831,0926437030
20237125,ĐÀO NGỌC SỸ,Nam,IT-E15-K68-03,sy.dn237125@sis.hust.edu.vn,2005-11-03,1,595014285850,0918196055
20237126,LƯƠNG KIM TIỀN,Nam,IT-E15-K68-03,tien.lk237126@sis.hust.edu.vn,2004-08-10,1,124759971280,0907791820
20237129,ĐỖ XUÂN TRƯỜNG,Nam,IT-E15-K68-03,truong.dx237129@sis.hust.edu.vn,2005-10-24,1,015311158276,0984280119
20237130,HOÀNG TIẾN TRƯỜNG,Nam,IT-E15-K68-03,truong.ht237130@sis.hust.edu.vn,2005-12-18,1,168072542332,0931195915
20237131,TRẦN QUỐC TUẤN,Nam,IT-E15-K68-03,tuan.tq237131@sis.hust.edu.vn,2005-06-10,1,055578156426,0934201336
20237133,NGUYỄN LONG VŨ,Nam,IT-E15-K68-03,vu.nl237133@sis.hust.edu.vn,2005-10-26,1,543332367710,0969062178
20238300,NGUYỄN ĐỨC AN,Nam,IT1-K68-03,an.nd238300@sis.hust.edu.vn,2005-12-16,1,823111855260,0904369395
20238302,LÊ HOÀNG ANH,Nam,IT1-K68-03,anh.lh238302@sis.hust.edu.vn,2005-05-23,1,749134217155,0961458926
20238303,LƯƠNG VIỆT ANH,Nam,IT1-K68-03,anh.lv238303@sis.hust.edu.vn,2005-05-22,1,825543705211,0928395076
20238305,NGUYỄN THẾ ANH,Nam,IT1-K68-03,anh.nt238305@sis.hust.edu.vn,2005-08-10,1,943122721224,0986376135
20238306,NGUYỄN TIẾN ANH,Nam,IT1-K68-03,anh.nt238306@sis.hust.edu.vn,2005-08-16,1,489438632958,0985590913
20238307,NGUYỄN VIỆT ANH,Nam,IT1-K68-03,anh.nv238307@sis.hust.edu.vn,2005-10-15,1,811229811805,0948842168
20238308,NGUYỄN VŨ VIỆT ANH,Nam,IT1-K68-03,anh.nvv238308@sis.hust.edu.vn,2005-01-06,1,008419004276,0957683000
20238311,VŨ TUẤN ANH,Nam,IT1-K68-03,anh.vt238311@sis.hust.edu.vn,2005-12-27,1,858893051612,0956397526
20238312,VŨ VIỆT BẮC,Nam,IT1-K68-03,bac.vv238312@sis.hust.edu.vn,2005-09-27,1,243197218741,0952406031
20238313,NGUYỄN CHÍ BẰNG,Nam,IT1-K68-03,bang.nc238313@sis.hust.edu.vn,2005-08-29,1,890709968181,0988136891
20238314,NGUYỄN DANH GIA BẢO,Nam,IT1-K68-03,bao.ndg238314@sis.hust.edu.vn,2005-11-30,1,734714703387,0902946680
20238315,NGUYỄN GIA BẢO,Nam,IT1-K68-03,bao.ng238315@sis.hust.edu.vn,2005-05-24,1,943189927323,0962754926
20238316,BÙI DUY BÌNH,Nam,IT1-K68-03,binh.bd238316@sis.hust.edu.vn,2005-03-15,1,308176565271,0965823506
20238318,NGUYỄN THÁI BÌNH,Nam,IT1-K68-03,binh.nt238318@sis.hust.edu.vn,2005-07-07,1,366645670837,0985852318
20238320,PHÙNG MẠNH THẾ CÔNG,Nam,IT1-K68-04,cong.pmt238320@sis.hust.edu.vn,2005-09-29,1,192678935073,0938782515
20238321,ĐẶNG CHÍ CƯỜNG,Nam,IT1-K68-03,cuong.dc238321@sis.hust.edu.vn,2005-06-29,1,361089005471,0964196959
20238322,ĐỖ MẠNH CƯỜNG,Nam,IT1-K68-03,cuong.dm238322@sis.hust.edu.vn,2005-01-03,1,126580964891,0970699608
20238323,HẠ TIẾN CƯỜNG,Nam,IT1-K68-03,cuong.ht238323@sis.hust.edu.vn,2005-10-20,1,155237560305,0965519957
20238324,HÀ VĂN CƯỜNG,Nam,IT1-K68-03,cuong.hv238324@sis.hust.edu.vn,2005-02-08,1,810285238372,0908582748
20238325,HỒ SỸ CƯỜNG,Nam,IT1-K68-03,cuong.hs238325@sis.hust.edu.vn,2005-01-10,1,998281762933,0973392637
20238326,HOÀNG TIẾN CƯỜNG,Nam,IT1-K68-03,cuong.ht238326@sis.hust.edu.vn,2005-08-15,1,674786626989,0917215403
20238327,NGUYỄN THẾ CƯỜNG,Nam,IT1-K68-03,cuong.nt238327@sis.hust.edu.vn,2005-11-22,1,836410323005,0966558954
20238329,NGUYỄN VĂN ĐẠI,Nam,IT1-K68-03,dai.nv238329@sis.hust.edu.vn,2005-10-16,1,818716770800,0909681525
20238330,NGUYỄN VĂN ĐÀM,Nam,IT1-K68-03,dam.nv238330@sis.hust.edu.vn,2005-10-01,1,027926014762,0984918432
20238332,NGUYỄN HẢI ĐĂNG,Nam,IT1-K68-03,dang.nh238332@sis.hust.edu.vn,2005-09-12,1,162143619882,0926316515
20238333,TRẦN CAO ĐẢNG,Nam,IT1-K68-04,dang.tc238333@sis.hust.edu.vn,2005-07-18,1,829394921501,0935747918
20238335,LÊ THÀNH ĐẠT,Nam,IT1-K68-03,dat.lt238335@sis.hust.edu.vn,2005-05-09,1,299211206193,0942361849
20238336,NGUYỄN MẠNH ĐẠT,Nam,IT1-K68-03,dat.nm238336@sis.hust.edu.vn,2005-06-27,1,220458900761,0983143904
20238337,NGUYỄN TIẾN ĐẠT,Nam,IT1-K68-03,dat.nt238337@sis.hust.edu.vn,2005-04-28,1,495818535327,0998477558
20238338,NGUYỄN VĂN ĐẠT,Nam,IT1-K68-03,dat.nv238338@sis.hust.edu.vn,2005-12-04,1,436422340978,0922778498
20238339,NGUYỄN VĂN ĐẠT,Nam,IT1-K68-03,dat.nv238339@sis.hust.edu.vn,2005-06-25,1,829657937241,0946493475
20238340,VŨ THÀNH ĐẠT,Nam,IT1-K68-04,dat.vt238340@sis.hust.edu.vn,2005-07-21,1,835700015384,0978369582
20238341,VƯƠNG TUẤN ĐẠT,Nam,IT1-K68-04,dat.vt238341@sis.hust.edu.vn,2005-06-21,1,411379133734,0970580820
20238342,NGUYỄN QUỐC ĐỒNG,Nam,IT1-K68-03,dong.nq238342@sis.hust.edu.vn,2005-12-04,1,294903679094,0935709379
20238348,VŨ HỮU ĐỨC,Nam,IT1-K68-04,duc.vh238348@sis.hust.edu.vn,2005-05-13,1,900757975783,0943250852
20238349,VŨ MINH ĐỨC,Nam,IT1-K68-04,duc.vm238349@sis.hust.edu.vn,2005-12-02,1,460268704649,0900381799
20238350,ĐÀO TIẾN DŨNG,Nam,IT1-K68-03,dung.dt238350@sis.hust.edu.vn,2005-09-15,1,638283882884,0917996546
20238351,DOÃN ANH DŨNG,Nam,IT1-K68-03,dung.da238351@sis.hust.edu.vn,2005-01-05,1,984975709565,0938498218
20238356,TRỊNH TIẾN DŨNG,Nam,IT1-K68-04,dung.tt238356@sis.hust.edu.vn,2005-11-06,1,969983812393,0969497254
20238357,VI TIẾN DŨNG,Nam,IT1-K68-04,dung.vt238357@sis.hust.edu.vn,2005-01-02,1,564911325988,0973963902
20238358,LÊ VĂN DỤNG,Nam,IT1-K68-03,dung.lv238358@sis.hust.edu.vn,2005-02-01,1,003461158837,0979838876
20238359,LÊ THẾ DƯƠNG,Nam,IT1-K68-03,duong.lt238359@sis.hust.edu.vn,2005-01-15,1,981560360623,0951263555
20238361,NGUYỄN TÙNG DƯƠNG,Nam,IT1-K68-03,duong.nt238361@sis.hust.edu.vn,2005-04-16,1,618496698903,0955457687
20238363,PHẠM TÙNG DƯƠNG,Nam,IT1-K68-04,duong.pt238363@sis.hust.edu.vn,2005-05-04,1,917394310159,0992324095
20238364,ĐỒNG VĂN DUY,Nam,IT1-K68-03,duy.dv238364@sis.hust.edu.vn,2005-07-18,1,864021879494,0955038656
20238365,PHẠM QUỐC DUY,Nam,IT1-K68-03,duy.pq238365@sis.hust.edu.vn,2005-07-29,1,159867195561,0914817632
20238366,ĐOÀN CẢNH GIANG,Nam,IT1-K68-04,giang.dc238366@sis.hust.edu.vn,2005-08-29,1,261280076821,0986187143
20238367,KHƯƠNG VIẾT GIANG,Nam,IT1-K68-04,giang.kv238367@sis.hust.edu.vn,2005-06-16,1,525516976160,0904197060
20238368,NGUYỄN VĂN HÀO,Nam,IT1-K68-04,hao.nv238368@sis.hust.edu.vn,2005-06-26,1,633302132257,0904059887
20238369,NGUYỄN HOÀNG HIỆP,Nam,IT1-K68-04,hiep.nh238369@sis.hust.edu.vn,2005-09-03,1,303088004051,0939364342
20238371,NGUYỄN BÁ MINH HIẾU,Nam,IT1-K68-04,hieu.nbm238371@sis.hust.edu.vn,2005-03-04,1,058953163268,0911383556
20238373,NGÔ VĂN HOÀN,Nam,IT1-K68-04,hoan.nv238373@sis.hust.edu.vn,2005-10-23,1,392318342246,0962008506
20238374,DƯƠNG VIỆT HOÀNG,Nam,IT1-K68-04,hoang.dv238374@sis.hust.edu.vn,2003-08-07,1,923470309864,0975709639
20238375,LÊ NGUYỄN HUY HOÀNG,Nam,IT1-K68-04,hoang.lnh238375@sis.hust.edu.vn,2005-09-23,1,015071083805,0980406626
20238376,LÊ VIẾT HOÀNG,Nam,IT1-K68-04,hoang.lv238376@sis.hust.edu.vn,2005-09-18,1,975118080130,0946339165
20238377,NGÔ VIỆT HOÀNG,Nam,IT1-K68-04,hoang.nv238377@sis.hust.edu.vn,2005-11-02,1,391604044839,0956784530
20238380,NGUYỄN HỮU HOÀNG,Nam,IT1-K68-04,hoang.nh238380@sis.hust.edu.vn,2005-12-11,1,664414407372,0961853616
20238381,NGUYỄN VIẾT HOÀNG,Nam,IT1-K68-04,hoang.nv238381@sis.hust.edu.vn,2005-08-23,1,099437613132,0964157961
20238382,NGUYỄN VIỆT HOÀNG,Nam,IT1-K68-04,hoang.nv238382@sis.hust.edu.vn,2005-05-12,1,909585259770,0962318748
20238383,NGUYỄN VIỆT HOÀNG,Nam,IT1-K68-04,hoang.nv238383@sis.hust.edu.vn,2005-08-07,1,387181694048,0906634603
20238384,PHẠM HUY HOÀNG,Nam,IT1-K68-04,hoang.ph238384@sis.hust.edu.vn,2005-12-28,1,170185125591,0965188755
20238385,TRẦN VIỆT HOÀNG,Nam,IT1-K68-04,hoang.tv238385@sis.hust.edu.vn,2005-03-05,1,748882416401,0978874945
20238386,TRẦN VIỆT HOÀNG,Nam,IT1-K68-04,hoang.tv238386@sis.hust.edu.vn,2005-08-23,1,697100057915,0911925195
20238387,TRIỆU MINH HOÀNG,Nam,IT1-K68-04,hoang.tm238387@sis.hust.edu.vn,2005-11-04,1,504959629387,0916704231
20238388,LÊ TUẤN HÙNG,Nam,IT1-K68-04,hung.lt238388@sis.hust.edu.vn,2005-10-20,1,320332713723,0910053665
20238390,MAI ĐÌNH HÙNG,Nam,IT1-K68-04,hung.md238390@sis.hust.edu.vn,2005-01-04,1,541685172861,0940681592
20238395,LÊ QUỐC HUY,Nam,IT1-K68-04,huy.lq238395@sis.hust.edu.vn,2005-10-06,1,409024137453,0982467294
20238396,NGÔ QUANG HUY,Nam,IT1-K68-04,huy.nq238396@sis.hust.edu.vn,2005-04-01,1,896292332463,0900744286
20238398,NGUYỄN QUANG HUY,Nam,IT1-K68-04,huy.nq238398@sis.hust.edu.vn,2005-09-11,1,348337356325,0971935821
20238399,NGUYỄN VĂN HUY,Nam,IT1-K68-04,huy.nv238399@sis.hust.edu.vn,2005-03-13,1,551779054619,0960082064
20238401,TRẦN GIA HUY,Nam,IT1-K68-04,huy.tg238401@sis.hust.edu.vn,2005-12-11,1,348766107436,0994136862
20238402,TRẦN LÂM HUY,Nam,IT1-K68-04,huy.tl238402@sis.hust.edu.vn,2005-10-01,1,660544826332,0947861829
20238403,ĐẬU TUẤN KHẢI,Nam,IT1-K68-04,khai.dt238403@sis.hust.edu.vn,2005-05-31,1,411457009996,0962143020
20238408,NGUYỄN MẠNH KIÊN,Nam,IT1-K68-04,kien.nm238408@sis.hust.edu.vn,2005-07-12,1,872780029543,0949960956
20238410,TRẦN TRUNG KIÊN,Nam,IT1-K68-04,kien.tt238410@sis.hust.edu.vn,2005-11-25,1,879707747958,0989971008
20238412,HOÀNG NGỌC LÂM,Nam,IT1-K68-04,lam.hn238412@sis.hust.edu.vn,2005-12-03,1,859427221919,0959800587
20238413,NGUYỄN TÙNG LÂM,Nam,IT2-K68-05,lam.nt238413@sis.hust.edu.vn,2005-11-09,1,411747761454,0926472120
20238414,NGUYỄN TÙNG LÂM,Nam,IT2-K68-05,lam.nt238414@sis.hust.edu.vn,2005-12-10,1,088362746954,0964765016
20238415,PHÙNG THỊ MỸ LỆ,Nu,IT2-K68-05,le.ptm238415@sis.hust.edu.vn,2005-02-16,1,973162615646,0992286261
20238416,MẠC TUẤN LINH,Nam,IT2-K68-04,linh.mt238416@sis.hust.edu.vn,2005-02-03,1,694825251302,0970553844
20238417,NGUYỄN NGỌC LINH,Nam,IT2-K68-05,linh.nn238417@sis.hust.edu.vn,2005-09-16,1,443216510529,0909946724
20238418,ĐÀO CÔNG LONG,Nam,IT2-K68-04,long.dc238418@sis.hust.edu.vn,2005-08-11,1,167686714946,0954003187
20238419,LÊ VIỆT LONG,Nam,IT2-K68-04,long.lv238419@sis.hust.edu.vn,2005-04-08,1,197099265826,0936540073
20238421,NGUYỄN NHẬT LONG,Nam,IT2-K68-05,long.nn238421@sis.hust.edu.vn,2005-01-03,1,235705892774,0908232729
20238424,NGUYỄN BÁ LƯƠNG,Nam,IT2-K68-04,luong.nb238424@sis.hust.edu.vn,2005-12-26,1,704518846892,0927561236
20238427,NGUYỄN ĐỨC MẠNH,Nam,IT2-K68-04,manh.nd238427@sis.hust.edu.vn,2005-03-08,1,264505332582,0949568958
20238428,BÙI ĐĂNG MINH,Nam,IT2-K68-04,minh.bd238428@sis.hust.edu.vn,2005-09-10,1,684931973633,0993759113
20238431,LÊ VĂN MINH,Nam,IT2-K68-04,minh.lv238431@sis.hust.edu.vn,2005-03-22,1,633159782395,0935302553
20238433,NGUYỄN CHÍ MINH,Nam,IT2-K68-04,minh.nc238433@sis.hust.edu.vn,2005-10-23,1,865648379424,0926916531
20238435,NGUYỄN QUANG MINH,Nam,IT2-K68-05,minh.nq238435@sis.hust.edu.vn,2005-02-18,1,748881444101,0993691132
20238436,NGUYỄN VĂN MINH,Nam,IT2-K68-05,minh.nv238436@sis.hust.edu.vn,2005-06-29,1,437912299705,0937882756
20238437,PHẠM ĐÌNH MINH,Nam,IT2-K68-05,minh.pd238437@sis.hust.edu.vn,2005-11-13,1,580400974098,0976552219
20238438,TẠ VĂN MINH,Nam,IT2-K68-05,minh.tv238438@sis.hust.edu.vn,2005-01-30,1,086408087132,0913547387
20238439,VŨ BÌNH MINH,Nam,IT2-K68-05,minh.vb238439@sis.hust.edu.vn,2005-08-31,1,418145165236,0968430421
20238440,VƯƠNG NHẬT MINH,Nam,IT2-K68-05,minh.vn238440@sis.hust.edu.vn,2005-07-03,1,167085631906,0978251553
20238441,ĐINH PHƯƠNG NAM,Nam,IT2-K68-04,nam.dp238441@sis.hust.edu.vn,2005-11-25,1,411320795688,0970905741
20238442,DƯƠNG HỒNG NAM,Nam,IT2-K68-04,nam.dh238442@sis.hust.edu.vn,2005-08-01,1,311324707522,0942945133
20238443,LÊ TRƯƠNG HOÀI NAM,Nam,IT2-K68-04,nam.lth238443@sis.hust.edu.vn,2005-10-13,1,213282558334,0977805883
20238446,PHẠM HOÀI NAM,Nam,IT2-K68-05,nam.ph238446@sis.hust.edu.vn,2005-10-04,1,250446517253,0991805612
20238447,PHẠM THÀNH NAM,Nam,IT2-K68-05,nam.pt238447@sis.hust.edu.vn,2005-10-19,1,838941079414,0944053706
20238448,VŨ HẢI NAM,Nam,IT2-K68-05,nam.vh238448@sis.hust.edu.vn,2005-04-09,1,685862130192,0910769947
20238449,VŨ QUÍ NAM,Nam,IT2-K68-05,nam.vq238449@sis.hust.edu.vn,2005-10-14,1,480911035538,0908145677
20238451,NGUYỄN BÁ NHÃ,Nam,IT2-K68-04,nha.nb238451@sis.hust.edu.vn,2005-12-07,1,964550780099,0957838361
20238454,VƯƠNG TIẾN PHÁT,Nam,IT2-K68-05,phat.vt238454@sis.hust.edu.vn,2005-03-03,1,998265778644,0925617807
20238456,PHẠM HỒNG PHONG,Nam,IT2-K68-05,phong.ph238456@sis.hust.edu.vn,2005-06-11,1,286093049949,0966193106
20238457,TRẦN ĐỨC PHONG,Nam,IT2-K68-05,phong.td238457@sis.hust.edu.vn,2005-07-29,1,451376217837,0927108791
20238458,VŨ TUẤN PHONG,Nam,IT2-K68-05,phong.vt238458@sis.hust.edu.vn,2005-12-28,1,001310965978,0919329110
20238459,NGUYỄN HOÀNG PHÚ,Nam,IT2-K68-04,phu.nh238459@sis.hust.edu.vn,2005-08-27,1,962522669660,0923274005
20238460,PHÙNG HOÀNG HẢI PHÚ,Nam,IT2-K68-05,phu.phh238460@sis.hust.edu.vn,2005-08-21,1,276132306341,0968244139
20238461,ĐỖ ĐÌNH PHÚC,Nam,IT2-K68-04,phuc.dd238461@sis.hust.edu.vn,2005-03-12,1,583810070141,0987172620
20238462,ĐỖ HOÀNG PHÚC,Nam,IT2-K68-04,phuc.dh238462@sis.hust.edu.vn,2005-01-17,1,607200852229,0942082567
20238464,NGUYỄN MINH PHƯƠNG,Nam,IT2-K68-04,phuong.nm238464@sis.hust.edu.vn,2005-03-28,1,282525837684,0915015220
20238465,NGUYỄN MINH QUÂN,Nam,IT2-K68-05,quan.nm238465@sis.hust.edu.vn,2005-08-29,1,903183522544,0906546104
20238468,NGUYỄN VĂN QUYẾT,Nam,IT2-K68-05,quyet.nv238468@sis.hust.edu.vn,2005-03-17,1,617754665778,0989239023
